sidhu@sidhu:~$ ps aux
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
sidhu       2041  0.0  0.1  11028  6784 ?        Ss   21:39   0:01 /usr/bi
sidhu       2047  0.0  0.1 325176  9856 ?        SLsl 21:39   0:00 /usr/bi
sidhu       2077  0.0  0.1 618960  7040 ?        Ssl  21:39   0:00 /usr/li
sidhu       2089  0.0  0.1 317976  5760 ?        Ssl  21:39   0:00 /usr/li
sidhu       2101  0.0  0.1 244336  6016 tty2     Ssl+ 21:39   0:00 /usr/li
sidhu       2110  0.0  0.3 306876 16512 tty2     Sl+  21:39   0:00 /usr/li
root        2124  0.0  0.0   2704  1920 ?        Ss   21:39   0:00 fusermo
sidhu       2189  0.0  0.1 162652  6912 ?        Ssl  21:39   0:00 /usr/li
sidhu       2190  0.0  0.1 100216  5504 ?        Ssl  21:39   0:00 /usr/li
sidhu       2205  0.0  0.1 322960  7680 ?        Ssl  21:39   0:00 /usr/li
sidhu       2213  0.0  0.1 468380  6912 ?        Sl   21:39   0:00 /usr/li
sidhu       2220  0.0  0.3 742124 18048 ?        Ssl  21:39   0:00 /usr/li
sidhu       2247  1.5  7.3 4979996 363528 ?      Ssl  21:39   0:58 /usr/bi
sidhu       2248  0.0  0.1 382940  7424 ?        Sl   21:39   0:00 /usr/li
sidhu       2264  0.0  0.1   9476  5120 ?        S    21:39   0:00 /usr/bi
sidhu       2336  0.0  0.1 236068  7552 ?        Sl   21:39   0:00 /usr/li
sidhu       2340  0.0  0.5 428328 28300 ?        Sl   21:39   0:00 /snap/s
sidhu       2358  0.0  0.3 654772 17408 ?        Sl   21:39   0:00 /usr/li
sidhu       2377  0.0  0.8 1272124 43136 ?       Ssl  21:39   0:00 /usr/li
sidhu       2388  0.0  0.5 2605840 26764 ?       Sl   21:39   0:00 /usr/bi
sidhu       2389  0.0  1.1 216704 59200 ?        S    21:39   0:00 /usr/bi
sidhu       2401  0.0  0.2 397512 12280 ?        Ssl  21:39   0:02 /usr/bi
sidhu       2402  0.0  0.1 392188  6528 ?        Ssl  21:39   0:00 /usr/li
sidhu       2408  0.0  0.4 421576 20360 ?        Ssl  21:39   0:00 /usr/li
sidhu       2409  0.0  0.2 440332 11904 ?        Ssl  21:39   0:00 /usr/li
sidhu       2410  0.0  0.1 467412  7808 ?        Ssl  21:39   0:00 /usr/li
sidhu       2412  0.0  0.4 420424 19904 ?        Ssl  21:39   0:00 /usr/li
sidhu       2413  0.0  0.5 815852 25896 ?        Ssl  21:39   0:00 /usr/li
sidhu       2414  0.0  0.4 532196 24196 ?        Ssl  21:39   0:00 /usr/li
sidhu       2416  0.0  0.2 332312 11136 ?        Ssl  21:39   0:00 /usr/li
sidhu       2420  0.0  0.1 466020  6400 ?        Ssl  21:39   0:00 /usr/li
sidhu       2422  0.0  0.1 318228  6016 ?        Ssl  21:39   0:00 /usr/li
sidhu       2423  0.0  0.2 551864 11648 ?        Ssl  21:39   0:00 /usr/li
